token,n_competing_pools,n_with_any_swap,n_with_known_infra_flow,n_with_router_like_flow_t5,min_fee,max_fee,fee_spread,lowest_fee_pool_success,lowest_fee_pool_volume_share,winner_fee,winner_fee_rank,winner_deployment_rank,winner_fee_minus_min_fee,n_distinct_senders,n_known_infra_senders,n_router_like_senders_t5,fire_cohort_pools
0x32a02c13a4e92831f3f00d149c3d59715352dbcd,2,0,0,0,930346,999334,68988,False,,,,,,0,0,0,0
0xa85bd69ea5492e42bb912a82b4feed6fe10d5e12,25,16,12,16,150000,998506,848506,True,0.176056338028169,320000,3,14,170000,31,4,31,1
0x8961497af9dc8be306ba4c3bbb9d9a85242c9bb2,2,0,0,0,930346,999334,68988,False,,,,,,0,0,0,0
0x77881920b33b1131d7ec6b578d70a948a75c1452,5,1,1,1,100000,999223,899223,False,0.0,930346,3,3,830346,1,1,1,0
0xa1d9d2152e353b5f72a77c3f7beeb8d77c456aef,5,4,0,4,777770,999223,221453,True,0.058823529411764705,951369,3,2,173599,2,0,2,0
0x4b1510c88cffb7ca9dbd70b187f6fc6b8bf392ef,3,1,1,1,930346,998827,68481,True,1.0,930346,1,2,0,1,1,1,0
0x1343d075e4e442702bb88ba309b95e5673e66295,5,1,0,1,750000,998827,248827,False,0.0,848812,2,1,98812,2,0,2,0
0xc1a068c9602d4335266c4d93f69b9d8544a9776a,4,0,0,0,930346,998834,68488,False,,,,,,0,0,0,0
0xc38393186c90f5eef88b765d54c1f9a69e5cbef1,26,16,9,16,333330,990020,656690,True,0.23809523809523808,333330,1,10,0,16,4,16,0
0x2d9977d30eff9847e33bd7f75a268b42fe86d006,11,8,6,8,500000,999337,499337,True,0.32727272727272727,500000,1,6,0,12,4,12,0
0xcbcc0ec3b32430a1f57ee2f5d0cc51721f423687,3,2,0,2,930346,999067,68721,True,0.75,930346,1,2,0,2,0,2,0
0x536225b1dfd299e43478096dcd2031db65e16753,2,2,2,2,900000,920000,20000,True,0.2222222222222222,920000,2,1,20000,5,3,5,0
0xf917eadb7594f2062decce7dfd27e60b8659597a,3,0,0,0,930346,999418,69072,False,,,,,,0,0,0,0
0x1d23e24b7a7448e3b7d927d4e5bbeb5348d9cf84,1,0,0,0,998112,998112,0,False,,,,,,0,0,0,0
0xf9ba053b2c5d94cee9b13fa86df32a3090e2cf66,10,4,4,4,100000,950590,850590,True,0.676737160120846,100000,1,2,0,25,4,24,0
0xad65d2f03c578201e73da3351f835ddf5201e291,7,5,1,5,160000,998112,838112,True,0.927710843373494,160000,1,4,0,15,1,15,0
0x7d59f61fc8db51e24ade84b712b181f3b7736ac3,1,0,0,0,848812,848812,0,False,,,,,,0,0,0,0
0xdf1d106683e6d068c4ffdae51821e26908af25a3,3,2,2,2,100000,250000,150000,False,0.0,210000,2,2,110000,6,2,6,0
0xc8af2cc77bae2274ff7f8949e01e6c58f7a9c00d,11,6,6,6,600000,990001,390001,False,0.0,700000,3,5,100000,8,3,8,0
0x2648d0e48a31b880c7f004e1778a68f9fb5bc92b,20,16,12,16,330000,991020,661020,True,0.10526315789473684,440000,2,15,110000,25,4,25,4
0x6df5ab3c572dda8bb9e3c75f40ab4eed8593d6cc,6,0,0,0,500000,990001,490001,False,,,,,,0,0,0,0
0xa1021d4969c8c4feafd1f8b70d4a70334cd50fbb,13,3,3,3,800000,999999,199999,True,0.8,800000,1,7,0,5,1,5,5
0xedf530ac305923314302a729464e942a0fedc342,17,6,3,5,150000,990001,840001,False,0.0,880000,6,3,730000,8,1,7,3
0xe702a01968800d6249522771fcc3f970f6a25403,14,8,3,8,150000,990000,840000,True,0.23880597014925373,440000,3,4,290000,10,2,10,2
0x3ea44492d0faa31f5a9bf92dbc8a0901b1f80704,2,0,0,0,900000,980000,80000,False,,,,,,0,0,0,0
0x504885a217774414b058f02632981e2230ca6801,5,0,0,0,880000,990001,110001,False,,,,,,0,0,0,0
0x6abaa116feb349a3cc19cee599b585e298c1c36c,13,8,7,8,500000,996900,496900,True,0.15,890000,5,9,390000,7,1,7,0
0xba6959bc76b9df14c7ded0ea5226f4099d657ba3,11,2,0,2,800000,990001,190001,False,0.0,920046,8,2,120046,1,0,1,2
0xaeabd4663ec2daa4c6d832ed1a80a254463645cc,5,4,1,4,800000,990000,190000,True,0.14814814814814814,920000,2,3,120000,6,2,6,0
0x66559f4f00338e7c09353a150a4d70fd11d99352,5,2,0,2,900230,970210,69980,False,0.0,920000,2,2,19770,1,0,1,0
0xdc29db7d4396ed738710a5373a30afc197e7268a,17,10,8,10,250000,999999,749999,True,0.05421686746987952,500000,4,4,250000,21,4,18,2
0x1dc6d553522b2cb5860de5cf590d6b64786f1e3a,3,0,0,0,918990,920046,1056,False,,,,,,0,0,0,0
0x4e305bca45e6e3bc8d508b1308c1bc2730e83bd6,2,0,0,0,919860,919870,10,False,,,,,,0,0,0,0
0xfd453d9bab9f807165cd3464ac6c9700ad9ee5cc,13,8,6,8,100000,991010,891010,True,0.4731182795698925,100000,1,11,0,13,4,12,6
0xbdcca8d7038df3eed88055e0eb6b959ba2d070d4,5,0,0,0,820000,945000,125000,False,,,,,,0,0,0,1
0x8f81d682193b2fa4f4bc14d1fd58675b6780ed44,11,10,2,10,301110,970210,669100,True,0.7259615384615384,301110,1,7,0,14,2,12,0
0xfcb2b328aacf922319e39033b0413679c663ea8e,3,3,0,3,919860,920046,186,True,0.375,919860,1,2,0,3,0,3,0
0x6b8143e237436d71069b8037223f90d7aa3f8cef,11,4,0,4,770000,990001,220001,True,0.2,920046,6,5,150046,4,0,4,4
0xfe28c3351a7f0a10b42247d4f584027e44a018bd,5,3,0,3,876000,990000,114000,False,0.0,920000,2,4,44000,3,0,3,0
0x09568be4edad50842d48e6a0c3e2ac366d87fc1f,2,0,0,0,920046,980220,60174,False,,,,,,0,0,0,0
0x77948655831f48aa17ac85233e6c921f7ef7bb2e,27,7,5,7,100000,996460,896460,True,0.5221674876847291,100000,1,11,0,24,4,24,1
0x485f166a5fcc3a523f683b681d194c8fe2b91b03,11,4,4,4,660600,990001,329401,False,0.0,920000,8,2,259400,10,2,9,0
0xa88d2a6768f790dbcdc4f401b66e0114e62bf42f,7,4,1,4,270000,980120,710120,True,0.7837837837837838,270000,1,5,0,9,2,9,0
0xb2e44120ebd939987e6b9913bb10142062eeb97f,1,0,0,0,880000,880000,0,False,,,,,,0,0,0,0
0x49bac47750f3dcdba49350b5d74fd399e90f97c6,24,11,11,11,200000,999999,799999,False,0.0,900000,14,2,700000,18,4,18,0
0xbebefade28cf429daa5dfffc166ef7683a482b07,1,0,0,0,900000,900000,0,False,,,,,,0,0,0,0
0x9e0426372c2851689dc36bf31de657f607c5a29b,7,5,2,5,500000,989900,489900,True,0.07407407407407407,880000,3,4,380000,8,2,8,0
0x790a68876db582eccbf7e7b2e7d504efb7c4076e,10,2,0,2,690000,999999,309999,False,0.0,870000,6,5,180000,3,0,3,0
0x66051feba3f9b82edf7ff8527582233fae6d9fad,1,0,0,0,750000,750000,0,False,,,,,,0,0,0,0
0x6fde40bb108a142aeee24c6501501a0b90954f9a,1,0,0,0,970790,970790,0,False,,,,,,0,0,0,0
0xc0d70ef8a6d1ae38b1ef252b3149e9a0d98f741d,2,0,0,0,970790,970890,100,False,,,,,,0,0,0,0
0x3c0cef747884e23f8d76aa46ff6bf7f21cdb9fcc,12,11,10,11,339990,990001,650011,True,0.1935483870967742,770000,4,4,430010,13,4,12,2
0xf3fbe8e262d375d0d13392bc244bd2e903583c74,6,3,0,3,700000,999000,299000,True,0.5,700000,1,6,0,1,0,1,1
0xbfa3c7f2e3044751963927283399224d6b464ecc,5,3,3,3,800000,970790,170790,True,0.75,800000,1,4,0,4,2,3,2
0xd8e0d92474ab2708628db8cece4fb278009b0235,5,0,0,0,900690,990000,89310,False,,,,,,0,0,0,0
0x19fabbfd2c84ecd9b8153be05e94a2510b78370d,4,2,2,2,900690,999500,98810,False,0.0,999500,4,1,98810,2,2,2,0
0xc9ce55848dc50fff3f9108e045a305334ef6e456,12,9,9,9,750000,980080,230080,True,0.14285714285714285,900010,8,5,150010,4,2,4,0
0x56fc4a3f575853cc001184f94b564bd3ca61d2b0,5,0,0,0,900230,990002,89772,False,,,,,,0,0,0,0
0xe08d0ffa3f1e4da75b59bbfbb741c487a3d92dca,11,3,1,3,520000,990000,470000,True,0.14285714285714285,920046,8,7,400046,3,1,3,0
0xef2a92256d3f54464bcf2545f2f0b78ffe4921a2,2,0,0,0,880000,900000,20000,False,,,,,,0,0,0,0
0x476a3c28c4b6dc380acfdc9ce05078abf009ca7c,23,16,9,16,100000,999999,899999,True,0.058823529411764705,500000,8,1,400000,16,2,15,3
0x757c3a4263dac550a7bff6e9e123752d8c947d16,20,8,7,8,500000,983690,483690,False,0.0,900010,13,2,400010,8,3,8,2
0x0ceaaab7e3989eada7d73103e1d62eaaf7e8c3aa,5,0,0,0,900000,990001,90001,False,,,,,,0,0,0,0
0x51d47ca886dcd6946286cc3d7cf087064e57aa9c,6,0,0,0,898900,970390,71490,False,,,,,,0,0,0,0
0xba8660b7005e511a968836c42cca99c0b6667038,15,3,3,3,350000,983690,633690,True,0.5833333333333334,350000,1,7,0,9,2,9,1
0x651c3236a29da2e636d82df5cd873a78d920c3fc,5,2,0,2,870000,970390,100390,True,0.25,900010,4,2,30010,3,0,3,0
0xd661295abd8e76d2ba0219148c2a321a1c4b03cc,5,1,0,1,850000,970690,120690,False,0.0,900010,4,4,50010,1,0,1,1
0x5ce51c44701ffa97413fad2da572394d6b4de922,11,4,2,4,220000,990990,770990,True,0.8235294117647058,220000,1,9,0,8,1,8,0
0x6bf44fd9c00dc9299230b327cfdcafd9761ea6a0,9,8,8,8,500000,970690,470690,True,0.08333333333333333,770000,3,6,270000,12,3,12,0
0xb0e5d09f7e63f946f110b7a28390a4c19cecb242,6,2,0,2,850000,983690,133690,False,0.0,900010,4,2,50010,3,0,3,0
0x1faa5a8bb357d9210cd1d55e5737ec325bd8101f,7,3,2,3,180000,983690,803690,True,0.8484848484848485,180000,1,6,0,9,3,8,0
0x64f0f77f40174d5643c80497cfee766618267a9f,7,3,1,3,850050,990090,140040,False,0.0,900010,4,2,49960,3,1,3,0
0x1646832ea52a0a90151affd57592d2c8cb4bc8fa,5,0,0,0,850050,990001,139951,False,,,,,,0,0,0,0
0xba454501b14dec0179d49ac11a8ef211327e0303,10,6,4,6,100000,983690,883690,True,0.8390804597701149,100000,1,7,0,22,3,20,2
0x4b97c421a5c09b850ee92517773e4c2e9f22f883,5,1,0,1,870450,980830,110380,False,0.0,870640,2,4,190,1,0,1,0
0x82e93135c0f1c0d2a8986b567508613614cecce9,4,0,0,0,880000,990090,110090,False,,,,,,0,0,0,0
0x1fe758e79ee135410b0e551823a02067e753b8d6,14,11,10,11,440000,999999,559999,True,0.39436619718309857,440000,1,5,0,12,4,12,7
0x3419a3617669ad7e6b95ec8ec909f75fd5540331,10,10,8,10,440000,990000,550000,True,0.1095890410958904,870000,5,1,430000,13,4,13,0
0x6a625088dfcbb46e0a7d186b52bd7cc54ef44200,19,14,9,14,330000,990010,660010,True,0.25842696629213485,330000,1,14,0,16,4,16,2
0xe8013e0f4639e927d51737f096da5c4159e498e0,5,2,0,2,891000,950650,59650,False,0.0,930450,4,1,39450,3,0,2,0
0xddec0170ceb4426ea05f2fbd485dffa4fafa6615,29,20,20,20,100000,991010,891010,True,0.4919786096256685,100000,1,6,0,39,4,30,5
0x15ec81a384b6611261d7bf2c3be3d0b99e24ccb7,11,7,6,7,400000,950590,550590,False,0.0,950590,11,1,550590,11,3,11,4
0xa65d0267c8637fcc46ff91e48de766721c750fe3,5,5,4,5,440000,990000,550000,True,0.47619047619047616,440000,1,5,0,5,2,5,5
0x23192efc86d38f8b9de39af603b73521ec346bcc,9,2,2,2,771000,990000,219000,False,0.0,880000,3,1,109000,4,1,4,3
